Borehole ID,Document ID,Sub Borehole Layer,Latitude,Longitude,Top Depth,Bottom Depth,Description,USCS,Lithology,Elevation,Depth to Water (hydrologic: B),Lithology_layer_depth,Lithology_Group,Lithology_Rank,Lithology_Index
68502,13699,1,47.77749653,-122.3640509,0.0,6.0,No description,,Undefined,452.6,,6.0,Data not available,8,800
68502,13699,2,47.77749653,-122.3640509,6.0,11.0,"Medium dense, red brown, wet, slightly gravelly SILTY SAND (SM), fine to coarse sand, fine to coarse gravel, subround to round, numerous organics, wood debris, homogeneous (af)",SM,Silty sand,452.6,,3.0,Sands,4,401
68502,13699,4,47.77749653,-122.3640509,11.0,29.0,"Dense, brown-olive-gray, moist, gravelly SAND (SW), well-graded, fine to coarse sand, fine to coarse gravel, subround to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,11.0,Sands,4,402
68502,13699,8,47.77749653,-122.3640509,29.0,38.0,"Dense, red brown, moist to wet, slightly gravelly SAND (SP), poorly-graded, trace coarse sand, fine to medium sand, fine to coarse gravel, subround to round, homogeneous, trace silt (Qva)",SP,Sand,452.6,,9.0,Sands,4,400
68502,13699,9,47.77749653,-122.3640509,38.0,40.0,"Dense, red brown, moist, gravelly SAND (SW), well-graded, fine to coarse sand, fine to coarse gravel, subround to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,2.0,Sands,4,402
68502,13699,10,47.77749653,-122.3640509,40.0,47.0,"Dense, red brown, moist, slightly gravelly SAND (SP), poorly-graded, trace silt, trace coarse sand, fine to medium sand, subround to round, homogeneous (Qva)",SP,Sand,452.6,,1.2000007600000018,Sands,4,400
68502,13699,13,47.77749653,-122.3640509,47.0,48.0,"Dense, gray, wet, slightly silty, gravelly SAND (SP-SM), poorly-graded, trace coarse sand, fine to medium sand, fine to coarse gravel, subround to round, scattered weathered silty nodules, brown yellow, homogeneous (Qva)",SP-SM,Gravelly sand,452.6,,1.0,Sands,4,402
68502,13699,14,47.77749653,-122.3640509,48.0,50.0,"Dense, gray, wet, silty sandy GRAVEL (GM), fine to oarse sand, fine to oarse gravel, subround to round, homogeneous (Qva)",GM,Sandy gravel,452.6,,2.0,Sands,4,403
68502,13699,15,47.77749653,-122.3640509,50.0,61.0,"Dense, brown/gray, wet, slightly silty gravelly SAND (SM), trace coarse sand, fine to medium sand, subround to round, homogeneous, trace Fe(II) staining, weathered yellow brown silt clasts-scattered (Qva)",SM,Gravelly sand,452.6,,10.0,Sands,4,402
68502,13699,17,47.77749653,-122.3640509,61.0,61.5,"Very dense, light gray, wet, silty GRAVEL (GM), trace medium to coarse sand, fine sand, fine to coarse gravel (2-3 in. diameter), subround to round (Qva)",GM,Silty gravel,452.6,,0.5,Gravels,5,501
68502,13699,18,47.77749653,-122.3640509,61.5,73.0,"Dense to very dense, red brown, slightly silty, gravelly SAND (SP-SM), poorly-graded, layers of fine to coarse gravel, subrounded to rounded, homogeneous, fine to coarse sand (Qva)",SP-SM,Gravelly sand,452.6,,8.5,Sands,4,402
68502,13699,20,47.77749653,-122.3640509,73.0,77.0,"Very dense, red brown, wet, sandy GRAVEL (GW), well-graded, fine to coarse sand, fine to coarse gravel, subround to round, homogeneous, trace silt (Qva)",GW,Sandy gravel,452.6,,4.0,Sands,4,403
68502,13699,21,47.77749653,-122.3640509,77.0,102.5,"Dense, brown, wet SAND (SP), poorly-graded, trace silt, trace medium to coarse sand, trace fine to coarse gravel, fine sand, subround to round, homogeneous (Qva)",SP,Sand,452.6,,19.19999695,Sands,4,400
68502,13699,26,47.77749653,-122.3640509,102.5,103.0,"Very dense, brown, wet, gravelly SAND (SW), well-graded, trace silt, fine to coarse sand, fine to coarse gravel, subround to round (Qva)",SW,Gravelly sand,452.6,,0.5,Sands,4,402
68502,13699,27,47.77749653,-122.3640509,103.0,106.0,"Dense, brown, wet SAND (SP), poorly-graded, trace silt, trace medium to coase sand, trace fine to coarse gravel, fine sand, subrounded to rounded (Qva)",SP,Sand,452.6,,3.0,Sands,4,400
68502,13699,28,47.77749653,-122.3640509,106.0,107.0,"Very dense, brown, moist, sandy GRAVEL (GW), well-graded, fine to coarse sand, fine to coarse gravel, subrounded to rounded, homogeneous (Qva)",GW,Sandy gravel,452.6,,1.0,Sands,4,403
68502,13699,29,47.77749653,-122.3640509,107.0,120.0,"Dense, brown, moist, slightly gravelly SAND (SP), poorly-graded, trace medium to coarse sand, trace silt, fine sand, fine to coarse gravel, subround to round, homogeneous (Qva)",SP,Sand,452.6,,13.0,Sands,4,400
68502,13699,30,47.77749653,-122.3640509,120.0,121.0,"Dense, brown, moist, gravelly SAND (SW), well-graded, trace silt, fine to coarse sand, fine to coarse gravel, subrund to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,1.0,Sands,4,402
68502,13699,31,47.77749653,-122.3640509,121.0,123.5,"Dense, brown, moist SAND (SP), poorly-graded, trace fine gravel, trace medium to coarse sand, fine sand, subrounded to rounded, homogeneous (Qva)",SP,Sand,452.6,,2.5,Sands,4,400
68502,13699,32,47.77749653,-122.3640509,123.5,124.1999969,"Dense, brown, moist, gravelly SAND (SW), well-graded, trace silt, fine to oarse sand, fine to coarse gravel, subrund to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,0.6999969000000021,Sands,4,402
68502,13699,33,47.77749653,-122.3640509,124.1999969,125.0,"Dense, brown, moist SAND (SP), poorly-graded, trace fine gravel, trace medium to coarse sand, fine sand, subrounded to rounded, homogeneous (Qva)",SP,Sand,452.6,,0.8000030999999979,Sands,4,400
68502,13699,34,47.77749653,-122.3640509,125.0,126.3000031,"Dense, brown, moist, gravelly SAND (SW), well-graded, trace silt, fine to oarse sand, fine to coarse gravel, subrund to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,1.300003099999998,Sands,4,402
68502,13699,35,47.77749653,-122.3640509,126.3000031,128.0,"Dense, brown, moist, slightly gravelly SAND (SP), poorly-graded, trace silt, trace coarse sand, fine to medium sand, fine to coarse gravel, subrounded to rounded, homogeneous, numerous silt/sand clasts (Qva)",SP,Sand,452.6,,1.699996900000002,Sands,4,400
68502,13699,36,47.77749653,-122.3640509,128.0,130.0,"Dense, brown, moist, gravelly SAND (SW), well-graded, trace silt, fine to oarse sand, fine to coarse gravel, subrund to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,2.0,Sands,4,402
68502,13699,37,47.77749653,-122.3640509,130.0,132.8000031,"Dense, brown, moist SAND (SP), poorly-graded, trace silt, trace fine gravel, trace coarse sand, fine to medium sand, subrounded to rounded, homogeneous (Qva)",SP,Sand,452.6,,2.800003099999998,Sands,4,400
68502,13699,38,47.77749653,-122.3640509,132.8000031,133.3000031,"Dense, brown, moist, gravelly SAND (SW), well-graded, trace silt, fine to coarse sand, fine to coarse gravel, subrund to round, homogeneous (Qva)",SW,Gravelly sand,452.6,,0.5,Sands,4,402
68502,13699,39,47.77749653,-122.3640509,133.3000031,178.0,"Dense, brown, moist SAND (SP), poorly-graded, trace fine gravel, trace medium to coarse sand, fine sand, subrounded to rounded, homogeneous (Qva)",SP,Sand,452.6,,44.6999969,Sands,4,400
68502,13699,40,47.77749653,-122.3640509,178.0,182.0,"Very dense, brown gray, wet, slightly silty, gravelly SAND (SW), well-graded, fine to coarse sand, fine to coarse gravel, subrounded to rounded, homogeneous (Qva)",SW,Gravelly sand,452.6,,4.0,Sands,4,402
68502,13699,41,47.77749653,-122.3640509,182.0,253.3999939,"Dense, brown, moist SAND (SP), poorly-graded, trace coarse sand, trace fine to coarse gravel, trace silt, fine to medium sand, subrounded to rounded, homogeneous (Qva)",SP,Sand,452.6,,71.3999939,Sands,4,400
68502,13699,42,47.77749653,-122.3640509,253.3999939,255.8000031,"Hard, dark gray, moist, clayey SILT (ML), trace fine sand, subrounded to rounded, medium plasticity, medium strength, massive (Qvlc)",ML,Clayey silt,452.6,,2.4000091999999995,Silts,2,202
68502,13699,43,47.77749653,-122.3640509,255.8000031,265.0,"Very dense, dark gray, moist, slightly silty SAND (SP-SM), poorly-graded, trace medium sand, fine sand, homogeneous, micaceous, occasional organic fragments (Qpfnf)",SP-SM,Sand,452.6,,9.199996900000002,Sands,4,400
68502,13699,44,47.77749653,-122.3640509,265.0,294.5,"Dense, dark gray brown, wet, silty SAND (SM), fine sand, subrounded to rounded, homogeneous, rapid dilatancy, occasional organic fragments (Qpfnf)",SM,Silty sand,452.6,,29.5,Sands,4,401
68502,13699,45,47.77749653,-122.3640509,294.5,310.0,"Very stiff, dark gray, wet, clayey SILT (ML), trace fine sand, low plasticity, rapid dilatancy, massive, trace organics (Qpfnl)
",ML,Clayey silt,452.6,,15.5,Silts,2,202
68502,13699,46,47.77749653,-122.3640509,310.0,336.0,"Hard, gray, moist, very silty CLAY (CL), low to moderate plasticity, medium dry strength, massive, slow dilatancy, occasional organics (Qpfnl)",CL,Silty clay,452.6,,26.0,Clays,3,301
68502,13699,47,47.77749653,-122.3640509,336.0,340.0,"Dense, dark gray, moist, slightly silty SAND (SP-SM), poorly-graded, fine to medium sand, subrounded to rounded, homogeneous, scattered (ML) layers (Qpfnf)",SP-SM,Sand,452.6,,4.0,Sands,4,400
68502,13699,48,47.77749653,-122.3640509,340.0,342.0,"Hard, dark gray, moist, clayey SILT (ML), low plasticity, non-dilatant, massive (Qpfnl)",ML,Clayey silt,452.6,,2.0,Silts,2,202
68502,13699,49,47.77749653,-122.3640509,342.0,343.0,"Dense, gray green, moist, slightly silty SAND (SP-SM), poorly-graded, fine to medium, trace organics (Qpfnf)",SP-SM,Sand,452.6,,1.0,Sands,4,400
68502,13699,50,47.77749653,-122.3640509,343.0,361.5,"Very stiff to hard, gray, moist, clayey SILT (ML), low plasticity, laminated, rapid dilatancy, organic odor (Qpfnl)",ML,Clayey silt,452.6,,18.5,Silts,2,202
68502,13699,51,47.77749653,-122.3640509,361.5,364.5,"Dense, dark gray, moist, silty SAND (SM), fine sand, subround to round, poorly-graded, homogeneous, trace organics, scattered brown organic nodules (Qpfnf)",SM,Silty sand,452.6,,3.0,Sands,4,401
68502,13699,52,47.77749653,-122.3640509,364.5,372.7000122,"Stiff, dark gray, moist, sandy SILT (ML), trace medium sand, fine sand, subround to round, nonplastic, slow to rapid dilatancy, homogeneous (Qpfnl)",ML,Sandy silt,452.6,,6.5,Silts,2,201
68502,13699,54,47.77749653,-122.3640509,372.7000122,375.0,"Hard, dark gray, silty CLAY (CL), trace fine gravel, low plasticity, medium strength, massive, occasional partings of light gray fine sand (Qpfnl)",CL,Silty clay,452.6,,2.2999877999999967,Clays,3,301
68502,13699,55,47.77749653,-122.3640509,375.0,377.0,"Stiff, dark gray, wet, slightly sandy, clayey SILT (ML), fine sand, subround to round, low plasticity, low strength, massive, slow dilatancy (Qpfnl)",ML,Clayey silt,452.6,,2.0,Silts,2,202
68502,13699,56,47.77749653,-122.3640509,377.0,379.0,"Dense, dark gray, wet, silty SAND (SM), sand fine, rapid dilatancy (Qpfnf)",SM,Silty sand,452.6,,2.0,Sands,4,401
